Area Integer,Perimeter Real,Major_Axis_Length Real,Minor_Axis_Length Real,Eccentricity	RealConvex_Area	Integer,Extent Real,Class
419.9429931640625,171.83343505859375,82.90455627441406,0.8759122490882874,11239,0.7047527432441711,1
423.7950134277344,175.26901245117188,79.07759094238281,0.892433762550354,11069,0.7084209322929382,1
436.3340148925781,179.39749145507812,84.01840209960938,0.8835501670837402,11920,0.6659226417541504,1
419.8619995117188,170.46189880371094,85.56314849853516,0.8648973107337952,11609,0.6225213408470154,1
442.3500061035156,186.25233459472656,81.25922393798828,0.8998082280158997,11950,0.5777876377105713,1
434.25201416015625,177.87265014648438,86.1655502319336,0.8748340606689453,12144,0.6215112209320068,1
434.0339965820313,176.3721160888672,86.8189468383789,0.8704545497894287,12193,0.7718782424926758,1
445.6860046386719,179.86175537109375,83.7257308959961,0.8850476145744324,12020,0.5689245462417603,1
437.656005859375,184.90213012695312,81.87991333007812,0.8966063857078552,11812,0.8181177973747253,1
446.4070129394531,189.0554656982422,81.91354370117188,0.9012603759765624,12125,0.5519145727157593,1
409.3160095214844,167.74827575683594,81.42166137695312,0.8743032813072205,10819,0.6835647225379944,1
429.6809997558594,179.21595764160156,82.65701293945312,0.8872886300086975,11698,0.5995742082595825,1
412.25201416015625,163.65118408203125,84.48179626464844,0.8564494848251343,10911,0.662198543548584,1
406.7560119628906,169.01904296875,80.37228393554688,0.8797037601470947,10684,0.6054449081420898,1
416.9739990234375,174.35174560546875,80.79745483398438,0.8861406445503235,11224,0.7010869383811951,1
416.76800537109375,175.70875549316406,78.83265686035156,0.893704891204834,10987,0.6344867944717407,1
426.60198974609375,179.5654296875,84.24079132080078,0.8831254243850708,11977,0.6573765277862549,1
420.2900085449219,171.22312927246094,84.84221649169922,0.8686040639877319,11521,0.7156581878662109,1
433.29400634765625,173.2250518798828,89.39892578125,0.8565371036529541,12243,0.622422993183136,1
412.3670043945313,168.27450561523438,83.94273376464844,0.8666917681694031,11082,0.7874364852905273,1
455.2210083007813,194.78445434570312,78.43153381347656,0.9153504967689514,12212,0.7699869871139526,0
419.6539916992188,169.51708984375,83.22001647949219,0.8712023496627808,11232,0.6978366374969482,1
416.41900634765625,168.31764221191406,85.2559814453125,0.8622291684150696,11323,0.691749095916748,1
420.0580139160156,169.97677612304688,86.36136627197266,0.8613113760948181,11586,0.7191945910453796,1
411.3089904785156,164.6722869873047,87.50299072265625,0.8471357226371765,11393,0.7592100501060486,1
428.9920043945313,172.28126525878906,85.36949157714844,0.8685942888259888,11690,0.6142486333847046,1
435.2619934082031,171.84518432617188,89.98160552978516,0.8519518375396729,12168,0.6112307906150818,1
444.760986328125,183.4491271972656,84.42697143554688,0.8878048658370972,12262,0.7241879105567932,1
412.8800048828125,165.54586791992188,84.3469009399414,0.8604660630226135,11112,0.6947165131568909,1
442.78900146484375,182.6370391845703,84.1004867553711,0.8876706957817078,12128,0.5845445990562439,1
429.0570068359375,173.88426208496094,78.8567886352539,0.8912554979324341,11003,0.5865663290023804,1
406.5360107421875,162.99107360839844,83.69825744628906,0.8580809831619263,10901,0.7746178507804871,1
421.4400024414063,173.6383819580078,81.15625762939453,0.8840529918670654,11267,0.6934529542922974,1
419.5950012207031,167.98751831054688,88.07779693603516,0.8515264987945557,11685,0.7537804245948792,1
398.5920104980469,161.4571533203125,83.76702117919922,0.854884147644043,10720,0.6411236524581909,1
426.4039916992188,175.2760772705078,84.45689392089844,0.8762533664703369,11738,0.6272826194763184,1
416.2550048828125,170.62423706054688,80.48485565185547,0.8817546963691711,10892,0.6269208192825317,1
429.5299987792969,179.38392639160156,80.49434661865234,0.893669068813324,11430,0.5904266238212585,1
423.2409973144531,170.15504455566406,84.6175765991211,0.8675804138183594,11350,0.7723633646965027,1
426.4280090332031,172.18153381347656,87.2635269165039,0.862057089805603,11842,0.6441891193389893,1
421.7869873046875,171.4856719970703,83.67474365234375,0.8728771209716797,11415,0.6976583003997803,1
440.24798583984375,179.11688232421875,84.49580383300781,0.8817400932312012,11961,0.5954013466835022,0
431.7090148925781,181.78958129882807,79.82994079589844,0.8984217047691345,11408,0.562268853187561,1
447.2369995117188,182.1021270751953,82.12137603759766,0.8925424814224243,11913,0.5594565868377686,1
420.0769958496094,167.8293914794922,84.05239868164062,0.8655511736869812,11207,0.5972980260848999,1
